,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,cleaning_fee,guests_included,extra_people,maximum_nights,availability_90,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,first_review_since_host,last_review_month,host_active_days,Wireless Internet,Heating,Kitchen,Smoke Detector,Essentials,Dryer,Washer,Internet,Shampoo,TV,Carbon Monoxide Detector,Fire Extinguisher,Free Parking on Premises,Family/Kid Friendly,First Aid Kit,Cable TV,Indoor Fireplace,Pets live on this property,Hangers,Elevator in Building,Hair Dryer,Laptop Friendly Workspace,Iron,Safety Card,Air Conditioning,24-Hour Check-in,Buzzer/Wireless Intercom,Pets Allowed,Gym,yield
52,unknown,unknown,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,3,1.0,1.0,1.0,20.0,2,20.0,1125,28,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,2,2-3 years,2-6 months,1211.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.36
53,unknown,unknown,0.0,1.0,0.0,Queen Anne,1.0,Apartment,Private room,3,1.0,1.0,1.0,0.0,1,0.0,1125,76,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
54,within a few hours,100%,0.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,2,1.5,1.0,1.0,50.0,2,30.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,1588.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,within an hour,100%,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,30.0,2,10.0,1125,69,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,376.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.6
56,within a day,50-89%,0.0,1.0,1.0,Queen Anne,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,90,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,1-2 years,2-8 weeks,608.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
57,within an hour,100%,1.0,1.0,1.0,Queen Anne,1.0,House,Entire home/apt,2,1.0,0.0,1.0,60.0,1,0.0,1125,50,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,691.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1174.2
58,unknown,unknown,0.0,1.0,0.0,Queen Anne,1.0,House,Entire home/apt,4,2.5,3.0,3.0,120.0,4,20.0,1125,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,moderate,0.0,0.0,1,no reviews,no reviews,418.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,within a day,100%,0.0,1.0,1.0,Queen Anne,1.0,House,Private room,2,2.0,1.0,1.0,0.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,4+ years,2-8 weeks,1705.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0
60,unknown,unknown,0.0,1.0,1.0,Queen Anne,1.0,Apartment,Private room,2,1.0,1.0,1.0,20.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,2,2-3 years,2-6 months,1211.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5
61,within an hour,100%,1.0,1.0,1.0,Queen Anne,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,25.0,1,0.0,14,45,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,1.0,1.0,5,1-2 years,0-2 weeks,1161.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,943.2
62,within a few hours,100%,0.0,1.0,0.0,Queen Anne,1.0,House,Private room,2,1.0,1.0,1.0,0.0,2,15.0,6,89,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,0-6 months,0-2 weeks,233.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.8
63,within an hour,100%,1.0,1.0,1.0,Queen Anne,1.0,Other,Private room,2,1.0,1.0,2.0,25.0,2,0.0,7,44,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,1.0,1.0,5,0-6 months,0-2 weeks,1161.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.2
64,within an hour,50-89%,0.0,1.0,0.0,Queen Anne,1.0,House,Entire home/apt,4,1.0,2.0,2.0,78.0,4,50.0,15,48,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,moderate,0.0,0.0,1,no reviews,no reviews,77.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,within an hour,100%,0.0,1.0,1.0,Ballard,0.0,House,Entire home/apt,6,2.5,3.0,4.0,100.0,6,100.0,1125,25,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,2-3 years,2-8 weeks,1278.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1237.6000000000001
66,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,50.0,2,20.0,1125,75,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,2-8 weeks,536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.6999999999999
67,within a few hours,100%,1.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,12,3.5,5.0,7.0,250.0,1,0.0,1125,46,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,strict,0.0,0.0,1,6-12 months,2-8 weeks,306.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1925.1
68,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,50.0,1,0.0,1125,0,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,2-3 years,2-8 weeks,1036.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.75
69,within an hour,100%,0.0,1.0,0.0,Ballard,0.0,Apartment,Private room,2,1.0,1.0,1.0,0.0,0,0.0,1125,80,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,254.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,unknown,unknown,0.0,1.0,0.0,Ballard,1.0,Apartment,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,12.0,1,0.0,1125,85,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,2-8 weeks,1449.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,194.11
72,within an hour,50-89%,0.0,1.0,1.0,Ballard,1.0,Apartment,Private room,4,1.0,1.0,4.0,15.0,2,10.0,1125,89,0-79/100,0-8/10,0-8/10,9/10,9/10,9/10,0-8/10,0.0,strict,0.0,1.0,1,2-3 years,2-6 months,1630.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,144.29
73,within a day,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,2.0,2.0,45.0,4,30.0,14,88,95-100/100,9/10,9/10,10/10,10/10,10/10,9/10,0.0,moderate,1.0,1.0,1,0-6 months,2-6 months,971.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.59999999999997
74,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,68,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0.0,flexible,0.0,0.0,1,2-3 years,2-8 weeks,1530.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.2
75,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,25.0,1,10.0,1125,73,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,601.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.29999999999995
76,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,House,Private room,4,1.0,1.0,2.0,30.0,2,35.0,90,52,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,1,0-6 months,2-8 weeks,1205.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.5
77,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,1,0.0,1125,79,80-94/100,10/10,10/10,10/10,10/10,10/10,0-8/10,1.0,flexible,0.0,0.0,1,0-6 months,6-12 months,483.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5
78,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,45.0,1,0.0,26,79,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,moderate,0.0,0.0,3,6-12 months,2-8 weeks,429.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.75
79,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Private room,1,1.0,1.0,1.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,3,no reviews,no reviews,429.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,0.0,2.0,50.0,2,10.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,1637.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,6,1.0,3.0,4.0,0.0,4,20.0,1125,79,80-94/100,9/10,10/10,10/10,10/10,10/10,9/10,1.0,moderate,0.0,0.0,2,1-2 years,0-2 weeks,1348.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1168.16
82,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.5,1.0,1.0,75.0,0,0.0,1125,79,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,6-12 months,2-8 weeks,905.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,791.25
83,within a day,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,0.5,1.0,1.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,2,no reviews,no reviews,115.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,4,1.0,1.0,3.0,75.0,1,0.0,999,76,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,2,4+ years,6-12 months,2246.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.70000000000002
85,unknown,unknown,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,0.0,1,0.0,1125,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,1185.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,within a few hours,100%,1.0,1.0,0.0,Ballard,1.0,Apartment,Entire home/apt,4,2.0,2.0,2.0,0.0,1,0.0,1125,33,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,1-2 years,2-6 months,1063.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,444.0
87,unknown,unknown,0.0,1.0,1.0,Ballard,0.0,House,Private room,1,1.0,1.0,1.0,10.0,1,20.0,1125,88,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,390.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,6,1.0,2.0,3.0,0.0,4,0.0,15,0,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,moderate,0.0,0.0,1,no reviews,no reviews,1274.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
89,within a day,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.5,1.0,1.0,60.0,2,50.0,1125,60,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,strict,0.0,0.0,1,1-2 years,2-6 months,1337.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
90,within a day,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,4,1.0,1.0,3.0,0.0,1,0.0,1125,17,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,2,no reviews,no reviews,115.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,within a day,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,7,4.0,3.0,3.0,300.0,4,15.0,60,90,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,strict,0.0,0.0,1,no reviews,no reviews,1375.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,within a few hours,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,5,1.5,2.0,2.0,75.0,1,0.0,7,13,80-94/100,10/10,10/10,10/10,10/10,9/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,525.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.6
93,within an hour,50-89%,0.0,1.0,0.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,2,25.0,1125,28,95-100/100,9/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,205.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,441.0
94,within an hour,100%,0.0,1.0,0.0,Ballard,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,50.0,2,50.0,1125,56,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0.0,strict,0.0,0.0,1,6-12 months,2-8 weeks,396.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.3
95,within a day,100%,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,4,2.0,2.0,2.0,75.0,1,0.0,10,90,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,flexible,0.0,0.0,1,4+ years,2-6 months,1965.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,288.0
96,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,Other,Entire home/apt,2,1.0,1.0,1.0,10.0,2,0.0,14,70,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,2,0-6 months,0-2 weeks,2155.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.9200000000001
97,within a day,50-89%,0.0,1.0,1.0,Ballard,0.0,House,Entire home/apt,8,2.5,3.0,5.0,264.0,1,0.0,1125,78,95-100/100,10/10,10/10,10/10,10/10,0-8/10,10/10,0.0,strict,1.0,1.0,31,4+ years,6-12 months,1763.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.25
98,unknown,unknown,0.0,1.0,0.0,Ballard,1.0,House,Entire home/apt,1,1.0,0.0,1.0,0.0,1,0.0,1125,60,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,no reviews,0.0,flexible,0.0,0.0,1,no reviews,no reviews,650.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,within a few hours,100%,1.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,100.0,1,0.0,45,52,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0.0,strict,0.0,0.0,1,0-6 months,0-2 weeks,306.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1628.1
100,unknown,unknown,0.0,1.0,1.0,Ballard,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,1,0.0,1125,0,0-79/100,9/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,1-2 years,2-6 months,594.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.5
101,within a few hours,50-89%,0.0,1.0,1.0,Ballard,1.0,House,Private room,2,1.0,1.0,1.0,0.0,2,15.0,1125,89,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,216.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,446.55
102,within an hour,100%,0.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,6,2.5,3.0,4.0,100.0,1,0.0,1125,88,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0.0,moderate,0.0,0.0,1,0-6 months,0-2 weeks,237.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.25
103,within an hour,100%,1.0,1.0,1.0,Ballard,1.0,House,Entire home/apt,3,1.0,1.0,2.0,45.0,2,10.0,1125,77,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1.0,strict,0.0,0.0,1,0-6 months,0-2 weeks,861.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.7
